Bundesland;BM;Bf. Nr.;Station;Bf DS 100 Abk.;Kat. Vst;Straße;PLZ;Ort;Aufgabenträger;Verkehrsverb.;Fernverkehr;Nahverkehr
Schleswig-Holstein;Schleswig-Holstein;8295;Bredenbek;ABRB;7;Rolfshömer Weg;24796;Bredenbek;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;nein
Schleswig-Holstein;Schleswig-Holstein;8300;Lübeck Dänischburg IKEA;ALD;6;Schäferkamp;23569;Lübeck;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;;nein;nein
Mecklenburg-Vorpommern;Schwerin;289;Bad Kleinen;WK;4;Rosensteig 7;23996;Bad Kleinen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Schwerin;683;Blankenberg (Meckl);WBL;6;Bahnhofsplatz 5;19412;Blankenberg;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;719;Bobitz;WBO;7;Am Bahnhof 1;23996;Bobitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;758;Boizenburg (Elbe);WBZ;6;Bahnhofstr. 71;19258;Boizenburg/ Elbe;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;813;Brahlstorf;WBRH;6;Dammeretzer Str. 4;19273;Brahlstorf;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;1086;Crivitz;WCZ;6;Am Bahnhof 10;19089;Crivitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;1263;Domsühl;WDS;7;Bahnhofstraße 5;19374;Domsühl;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;1425;Dütschow;WDT;7;Dorfstraße;19372;Spornitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;1951;Friedrichsruhe (Meckl);WFRR;7;Am Bahnhof 16;19374;Friedrichsruhe;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;1994;Gadebusch;WGA;7;Am Bahnhof 1;19205;Gadebusch;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2002;Gallin;WGAL;6;Langestraße 23;19386;Gallin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;nein
Mecklenburg-Vorpommern;Schwerin;2225;Grabow (Meckl);WGRB;6;Am Bahnhof 3;19300;Grabow ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2265;Grevesmühlen;WGV;6;Am Bahnhof 1;23936;Grevesmühlen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2267;Grieben (Meckl);WGBN;6;Am Bahnhof 2;23936;Grieben ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2295;Groß Brütz;WGB;6;Dorfstr. 1;19071;Brüsewitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2308;Groß Laasch;WGLS;7;An der Ludwigsluster Chaussee 9;19288;Groß Laasch;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2468;Hagenow Land;WHL;5;Bahnhofsvorplatz 2;19230;Hagenow-Land;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2730;Herrnburg;WHB;6;Hauptstr. 29;23923;Lüdersdorf;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2869;Holdorf (Meckl);WHOL;7;Am Bahnhof 1;19217;Holdorf ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;2877;Holthusen;WHO;6;Bahnhofstraße 74;19075;Pampow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3037;Jasnitz;WJAS;6;Bahnhofstr. 1;19230;Picher;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3181;Kirch Jesar;WKJ;7;Bahnhofstraße 3;19230;Kirch Jesar;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3815;Lüblow (Meckl);WLOW;6;Am Brink;19288;Lüblow ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3819;Lübstorf;WLST;6;Bahnhofstr. 20;19069;Lübstorf;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3820;Lübz;WLZ;6;Molkereistr. 35;19386;Lübz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3830;Lüdersdorf (Meckl);WLF;7;Bahnhofstr. 4;23923;Lüdersdorf ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;3843;Ludwigslust;WL;4;Rudolf-Tarnow-Str. 1;19288;Ludwigslust;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Schwerin;3876;Lützow;WLTW;7;Am Bahnhof 1;19209;Lützow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4019;Dorf Mecklenburg;WMK;6;Bahnhofstr. 46a;23972;Dorf Mecklenburg;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4155;Moidentin;WMOI;6;Haus Nr. 21 a;23972;Dorf Mecklenburg;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4457;Neustadt-Glewe;WNG;6;Bahnhof 1;19306;Neustadt-Glewe;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4864;Parchim;WPM;6;Am Bahnhof 1;19370;Parchim;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4875;Passow (Meckl);WPAW;7; Bahnhofstraße 21;19386;Passow ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4951;Plate (Meckl);WPLM;6;Bahnhofsweg 5;19086;Plate ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;4970;Plüschow;WPSW;7;Am Bahnhof 2;23936;Plüschow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5025;Schwerin Mitte;WSMI;5;v.-Thünen-Str. 2;19053;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5043;Pritzier;WPRZ;6;Lübtheener Str. 2;19230;Pritzier;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5127;Rastow;WRW;6;Bahnhofstr. 22;19077;Rastow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5180;Rehna;WRA;7;Bahnhofstr. 2;19217;Rehna;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5444;Ruthenbeck;WRU;7;Bahnhofstr. 3;19089;Friedrichsruhe;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5639;Schönberg (Meckl);WSBG;6;Bahnhofstr. 14;23923;Schönberg ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5714;Schwanheide;WSAH;6;Bahnhofstr. 11;19258;Schwanheide;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5755;Schwerin Hbf;WS;3;Grunthalplatz 4;19053;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Schwerin;5756;Schwerin Süd;WSS;6;Werkstraße 207;19061;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5758;Schwerin Görries;WSGN;6;Schulzenweg 3;19061;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5759;Schwerin-Warnitz;WSWZ;7;Bahnhofstr. 54;19057;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5760;Schwerin-Lankow;WSL;7;Medeweger Str.12;19057;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5761;Schwerin-Margaretenhof;WSMH;7;Am Magaretenhof 1;19057;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;5927;Spornitz;WSPO;7;Bergstr. 20;19372;Spornitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6064;Strohkirchen;WSTK;7;Bahnhofstr. 47;19230;Strohkirchen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6103;Sukow (b Schwerin);WSU;7;Bahnhofstr. 4;19079;Sukow ;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6106;Sülstorf;WSLT;6;Bahnhofstr. 5;19077;Sülstorf;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6407;Ventschow;WVE;6;Hauptstr. 15 b;19417;Ventschow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6818;Wismar;WWI;5;Bahnhofstr. 1;23966;Wismar;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6961;Schwerin-Wüstmark;WWST;7;Schweriner Str. 5;19061;Schwerin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Schwerin;6970;Zachun;WZN;7;Hauptstraße 114;19230;Zachun;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;79;Altefähr;WAF;6;Am Bahnhof;18573;Altefähr;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;111;Altentreptow;WATR;6;Am Bahnhof;17087;Altentreptow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;113;Altenwillershagen;WALW;6;Bahnhofstr. 2;18320;Altenwillershagen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;152;Anklam;WAK;5;Bahnhofstraße 1;17389;Anklam;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;499;Bergen auf Rügen;WBG;3;Bahnhofstr. 34;18528;Bergen (Rügen);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;653;Ostseebad Binz;WBI;3;Dollahnerstr. 17;18609;Binz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;693;Blankensee (Meckl);WBLS;6;Am Bahnhof 3;17237;Blankensee (Meckl);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;713;Blumenhagen;WBLK;6;Dorfstr. 125;17337;Blumenhagen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;936;Buchenhorst;WBUH;6;Am Bahnhof 2;18320;Velgast;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;977;Burg Stargard (Meckl);WBSG;6;Am Bahnhof 15;17094;Burg Stargard (Meckl);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;1027;Cammin (Meckl);WCA;6;Am Bahnhof;17094;Cammin (Meckl);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;1162;Demmin;WDM;5;Bahnhofstrasse 23;17109;Demmin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;1370;Ducherow;WDU;6;Am Bahnhof;17398;Ducherow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;1476;Eggesin;WEGS;7;Am Bahnhof 2;17367;Eggesin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;1557;Elmenhorst;WELM;6;Am Bahnhof;18510;Elmenhorst;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;1779;Ferdinandshof;WFDF;6;Bahnhofsstrasse 2;17373;Ferdinandshof;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;2153;Gnevkow;WGNV;6;Am Bahnhof;17089;Gnevkow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;2244;Grambow;WGR;7;Bahnhofstr. 8;17322;Grambow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;2252;Greifswald;WGW;4;Bahnhofstr. 43;17489;Greifswald;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;2253;Greifswald Süd;WGWS;6;Hans - Beimler Str. 104;17491;Greifswald;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;2277;Grimmen;WGI;6;Am Bahnhof 4;18507;Grimmen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;2304;Groß Kiesow;WGKW;6;Bahnhofstr.;17495;Groß Kiesow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3038;Jatznick;WJK;6;Am Bahnhof 8;17309;Jatznick;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3041;Jeeser;WJER;6;Am Bahnhof;18519;Kirchdorf;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3228;Klein Bünzow;WKB;7;Bahnhofstr. 36;17390;Klein Bünzow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3399;Kratzeburg;WKG;7;Dorfstr. 25;17237;Kratzeburg;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3459;Kummerow (b Stralsund);WKUM;7;B 105;18442;Kummerow (b Stralsund);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3503;Lancken;WLAK;6;Am Bahnhof 1;18546;Sassnitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3716;Lietzow (Rügen);WLI;6;Bahnhofstr. 28;18528;Lietzow (Rügen);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3758;Löcknitz;WLK;6;Ernst-Thälmann-Str. 1;17321;Löcknitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;3989;Martensdorf;WMTF;6;Transitstraße 6;18442;Niepars;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;4115;Miltzow;WMI;6;Am Bahnhof;18519;Miltzow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;4328;Neetzka;WNA;7;Bahnhofstrasse;17349;Neetzka;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;4363;Neubrandenburg;WN;3;Am Bahnhof 5-6;17033;Neubrandenburg;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;4460;Neustrelitz Hbf;WNT;4;Rudi-Arndt-Platz 1;17235;Neustrelitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;4736;Oertzenhof;WOE;7;Am Bahnhof;17349;Helpt;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;4870;Pasewalk;WP;4;Am Bahnhof 4;17309;Pasewalk;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;4871;Pasewalk Ost;WPO;7;Industriegebiet;17309;Pasewalk;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5048;Prora;WPRA;6;Mukraner Str. 1;18609;Binz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5049;Prora Ost;WPRO;7;Am Bahnhof;18609;Binz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5107;Rakow;WRAK;6;Bahnhofstrasse;18516;Süderholz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5108;Rambin (Rügen);WRMB;6;Am Bahnhof;18573;Rambin (Rügen);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5264;Ribnitz-Damgarten Ost;WRIO;6;Richtenbergerstr. 30;18311;Ribnitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5265;Ribnitz-Damgarten West;WRI;4;Bahnhofstr. 42;18311;Ribnitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;5469;Sagard;WSAG;7;Ernst-Thälmann-Str. 4;18551;Sagard;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5490;Samtens;WSAM;6;Stralsunder Str. 12;18573;Samtens;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5500;Sandförde;WSAF;6; Am Bahnhof;17309;Jatznick;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5513;Sassnitz;WSZ;6;Bahnhofstr. 24;18546;Sassnitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;5926;Sponholz;WSP;6;Friedländer Str. ;17039;Sponholz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6021;Sternfeld;WSE;6;Am Bahnhof 34;17111;Hohenmocker;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6049;Stralsund Hbf;WSR;3;Tribseer Damm 75;18437;Stralsund;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;6050;Stralsund Rügendamm;WSRR;5;Platz des 17. Juni;18439;Stralsund;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6051;Strasburg (Uckerm);WSB;6;Am Bahnhof 1;17335;Strasburg (Uckerm);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6172;Teschenhagen;WTHN;6;Bahnhofstr. 9;18528;Sehlen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6229;Torgelow;WTO;6;Espelkamp 1;17358;Torgelow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6309;Ueckermünde;WUM;7;Eggesiner Str. 14;17373;Ueckermünde;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6383;Utzedel;WUTZ;6;Bahnhofstrasse;17111;Utzedel;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6405;Velgast;WV;5;Bahnhofstr. 3;18469;Velgast;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;6538;Waren (Müritz);WWR;3;Lloydstr. 3;17192;Waren (Müritz);Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;6827;Wittenhagen;WWT;6;Am Bahnhof;17258;Wittenhagen;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6954;Wüstenfelde;WWSF;6;Am Bahnhof;17121;Loitz;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;6976;Zarrendorf;WZAR;6;Bahnhofstr. 21;18510;Zarrendorf;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;7006;Zerrenthin;WZIN;7;Dorfstr. 88;17309;Zerrenthin;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;7063;Züssow;WZS;5;Bahnhofstraße 3;17495;Züssow;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;ja;ja
Mecklenburg-Vorpommern;Stralsund;8014;Stralsund-Grünhufe;WSRB;6;Rostocker Chaussee 70 A;18437;Stralsund;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Mecklenburg-Vorpommern;Stralsund;8162;Ueckermünde Stadthafen;WUMH;6;Am Hafen;17373;Ueckermünde;Verkehrsgesellschaft Mecklenburg-Vorpommern mbH;;nein;ja
Baden-Württemberg;Stuttgart;73;Altbach;TACH;3;Bahnhofstrasse 1;73776;Altbach;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;196;Asperg;TAX;4;Alleenstr.1;71679;Asperg;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;244;Backnang;TB;3;Obere Bahnhofstr. 1;71522;Backnang;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;484;Benningen (Neckar);TBEN;5;Bahnhofstraße 16;71726;Benningen am Neckar;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;606;Beutelsbach;TBTB;5;Oberlinstr.1;71384;Beutelsbach Weinstadt;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;636;Bietigheim-Bissingen;TBM;3;Bahnhofsplatz 1;74321;Bietigheim-Bissingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;720;Böblingen;TBO;3;Bahnhof 1/ Bahnhof 2;71034;Böblingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;911;Brucken;TBRU;7;Am Mühlbach 30;73252;Lenningen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;996;Burgstall (Murr);TBU;6;Bahnhofstr. 1;71576;Burgstetten;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1183;Dettingen (Teck);TDT;7;Eisenbahnstr.1;73265;Dettingen unter Teck;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1234;Ditzingen;TDI;4;Stuttgarter Str. 39;71254;Ditzingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1451;Echterdingen;TETD;4;Filderbahnstrasse;70771;Echterdingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1486;Ehningen (b Böblingen);TEHN;4;Bahnhofstr.14;71139;Ehningen ;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1592;Endersbach;TEN;4;Bahnhofstr. 21;71384;Weinstadt;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1628;Erdmannhausen;TERD;6;Bahnhofstraße 68;71729;Erdmannhausen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1716;Esslingen (Neckar);TE;3;Bahnhofsplatz 1;73728;Esslingen am Neckar;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;1717;Esslingen-Mettingen;TEME;3;Cannstatterstraße 61;73733;Esslingen am Neckar;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1718;Esslingen-Zell;TEZL;3;Hauptstr. 100;73730;Esslingen am Neckar;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1768;Favoritepark;TFV;5;Reuteallee;71634;Ludwigsburg;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1775;Fellbach;TFE;3;Eisenbahnstr. 14;70736;Fellbach;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1824;Stuttgart Flughafen/Messe;TFL;4;Flughafenstrasse;70771;Leinfelden - Echterdingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;1890;Freiberg (Neckar);TFG;5;Bahnhofstr. 12;71691;Freiberg am Neckar;Verband Region Stuttgart;VVS;nein;ja
