Bundesland;BM;Bf. Nr.;Station;Bf DS 100 Abk.;Kat. Vst;Straße;PLZ;Ort;Aufgabenträger;Verkehrsverb.;Fernverkehr;Nahverkehr
Bayern;Augsburg;4572;Nordendorf;MNOD;5;Bahnhofstr. 1;86695;Nordendorf;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;4580;Nördlingen;MNL;5;Bürgermeister-Reiger-Str. 5;86720;Nördlingen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4643;Obergriesbach;MOGB;6;Am Bahnhof 4;86573;Obergriesbach;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;4679;Oberottmarshausen;MOMN;7;Bahnhofstr. 1;86507;Oberottmarshausen;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;4693;Oberstaufen;MOSF;5;Bahnhofplatz 1;87534;Oberstaufen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4694;Oberstdorf;MOF;3;Bahnhofstr. 2;87561;Oberstdorf;Bayerische Eisenbahngesellschaft mbH;;ja;ja
Bayern;Augsburg;4748;Offingen;MOFF;6;Am Bahnhof 2;89362;Offingen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4834;Otting-Weilheim;MOTW;5;Bahnhofstr. 3;86700;Otting;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;4844;Oy-Mittelberg;MOYM;6;Bahnhofstr. 9;87466;Oy-Mittelberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4912;Pfaffenhausen;MPFH;7;Bahnhofstr. 4;87772;Pfaffenhausen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4927;Pfronten-Ried;MPFD;6;Bahnhofstr. 1;87459;Pfronten;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4928;Pfronten-Steinach;MPFS;6;Tiroler Str. 165;87459;Pfronten;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;4929;Pfronten-Weißbach;MPFW;6;Bahnhofsplatz 1;87459;Pfronten;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5091;Radersdorf;MRDD;6;Bahnhofstr. 2;86556;Kühbach;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;5101;Rain;MRN;6;Bahnhofstr. 51;86641;Rain;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5387;Röthenbach (Allgäu);MRTA;6;Bahnhofstr.20 - 22;88167;Röthenbach ;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5609;Schmiechen (Schwab);MSCN;7;Bahnhofstr. 1;86511;Schmiechen;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;5616;Mering-St Afra;MSAF;4;Bahndammstr. 1;86415;Mering;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;5653;Rammingen (Bay);MRAM;7;Hauptstr. 35;86871;Rammingen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5702;Schwabmünchen;MSMN;5;Bahnhofstr. 40;86830;Schwabmünchen;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;5751;Schwenningen (Bay);MSWN;7;Bahnhofstr.19;89443;Schwenningen ;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5785;Seeg;MSEG;6;Ladestr. 2;87637;Seeg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5822;Senden;MSED;5;Bahnhofstr. 3;89250;Senden;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja
Bayern;Augsburg;5905;Sontheim (Schwab);MSHM;5;Bahnhofstr. 4;87776;Sontheim;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;5907;Sonthofen;MSF;4;Bahnhofsplatz 7;87527;Sonthofen;Bayerische Eisenbahngesellschaft mbH;;ja;ja
Bayern;Augsburg;5945;St. Mang;MMG;6;Theodorplatz 9;87437;Kempten;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6024;Stetten (Schwab);MSTS;6;Bahnhofstr. 5;87778;Stetten ;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6118;Sulzberg;MSUG;7;Ried 6A;87477;Sulzberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6147;Tapfheim;MTPF;7;Bahnhofstr. 3;86660;Tapfheim;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6287;Türkheim (Bay) Bahnhof;MTHB;4;Alfred-Drexel-Str. 7;86842;Türkheim ;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6439;Vöhringen;MVRN;6;Bahnhofstr. 40;89269;Vöhringen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja
Bayern;Augsburg;6557;Wasserburg (Bodensee);MWBG;6;Bahnhofstr. 18;88142;Wasserburg ;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6558;Wasserburg (Günz);MWSG;6;Bubesheimer Str. 7;89312;Günzburg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6610;Weilbach;MWLB;7;Weilbach 5;87772;Pfaffenhausen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6650;Weizern-Hopferau;MWZH;6;Eisenberg 15;87637;Eisenberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6697;Wertach-Haslach;MWHA;7;Haslach, Grüntenseestr. 13;87466;Oy-Mittelberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;6709;Westendorf;MWDF;6;Hauptstr. 2;86707;Westendorf;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;6719;Westheim (Schwab);MWHS;5;Hindenburgstr. 4;86150;Neusäß;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;6888;Wörnitzstein;MWNS;7;Am Grubenfeld 2;86609;Donauwörth;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;7040;Zollhaus-Petersthal;MZHP;7;Oberzollhaus, Bahnweg 5;87466;Oy-Mittelberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Augsburg;7996;Augsburg Messe;MAGM;5;Friedrich-Ebert-Str. 1;86159;Augsburg-Göggingen;Bayerische Eisenbahngesellschaft mbH;AVV;nein;ja
Bayern;Augsburg;8278;Graben (Lechfeld) Gewerbepark;MGRL;6;Amazonstraße 99;86836;Graben;Bayerische Eisenbahngesellschaft mbH;;nein;nein
Bayern;Bamberg;186;Arzberg (Oberfr);NAZ;6;Am Bahnhof 1;95659;Arzberg (Oberfr);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;351;Bad Steben;NBST;7;Bahnhofstr. 10;95138;Bad Steben;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;393;Bamberg;NBA;2;Ludwigstr. 6;96052;Bamberg;Bayerische Eisenbahngesellschaft mbH;;ja;ja
Bayern;Bamberg;431;Baunach;NBAU;6;Bahnhofstr. 16;96148;Baunach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;439;Bayreuth Hbf;NBY;3;Bahnhofstr. 20;95444;Bayreuth;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;648;Bindlach;NBI;6;Bahnhofstr. 23;95463;Bindlach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;852;Breitengüßbach;NBG;5;Bahnhofstr. 19;96149;Breitengüßbach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;991;Burgkunstadt;NBK;5;Am Bahnhof 3;96224;Burgkunstadt;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1009;Buttenheim;NBT;6;Am Bahnhof 2;96146;Altendorf;Bayerische Eisenbahngesellschaft mbH;VGN;nein;ja
Bayern;Bamberg;1059;Coburg;NC;4;Lossaustr. 6;96450;Coburg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1060;Coburg-Neuses;NCNS;7;Friedrich-Ludwig-Jahn-Straße;96450;Coburg-Neuses;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1082;Creidlitz;NCR;6;Creidlitzer Str. 134;96450;Creidlitz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1083;Creußen (Oberfr);NCRE;5;Bahnhofstraße;95473;Creußen (Oberfr);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1270;Dörfles-Esbach;NDOE;6;Bahnhofstraße;96487;Dörfles-Esbach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1427;Ebelsbach-Eltmann;NEE;6;Bahnhofstraße;97500;Ebelsbach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1431;Ebensfeld;NED;6;Bahnhofstr. 18;96250;Ebensfeld;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1435;Ebern;NEB;7;Häfnergasse;96106;Ebern;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1442;Ebersdorf (b Coburg);NEC;6;Bahnhofstraße;96237;Ebersdorf (b Coburg);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1446;Ebing;NEG;6;Bahnhofstr. 124;96179;Rattelsdorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1479;Eggolsheim;NEO;6;Bahnhofstr. 54;91330;Eggolsheim;Bayerische Eisenbahngesellschaft mbH;VGN;nein;ja
Bayern;Bamberg;1644;Erkersreuth;NERK;7;Geheimrat-Rosenthal-Str.;95100;Selb;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1769;Feilitzsch;NFZ;6;Bahnhofstraße;95183;Feilitzsch;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1828;Förbau;NFOE;6;Brückenstr. 20;95126;Schwarzenbach a.d.Saale;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;1840;Förtschendorf;NFDF;6;Frankenwaldstraße;96332;Pressig;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2371;Großwalbur;NGRW;7;Bahnsteigweg;96484;Meeder;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2378;Grub am Forst;NGUF;6;Bahnhofstr.;96271;Grub am Forst;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2414;Gundelsdorf;NGD;6;Tunnelweg;96317;Kronach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2474;Haidenaab-Göppmannsbühl;NHAG;7;Heidenaab;95469;Speichersdorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2506;Hallstadt (b Bamberg);NHAL;5;Bahnhofstr.;96103;Hallstadt (b Bamberg);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2564;Harsdorf;NH;6;Bahnhofstr. 1;95499;Harsdorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2674;Helmbrechts;NHB;7;Bahnhofstr. 5;95233;Helmbrechts;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2784;Hirschaid;NHI;6;Bahnhofstrasse 2;96114;Hirschaid;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2810;Hochstadt-Marktzeuln;NHM;5;Bahnhofstr. 3;96272;Hochstadt-Marktzeuln;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2818;Hof Hbf;NHO;3;Bahnhofsplatz 8-16;95028;Hof;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2819;Hof-Neuhof;NHON;6;Nailastr. 2a;95028;Hof-Neuhof;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2872;Höllenthal;NHTL;7;Lichtenberger Straße;95119;Naila;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;2984;Immenreuth;NIM;6;Bahnhofstr. 35;95505;Immenreuth;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3187;Kirchenlaibach;NKL;4;Bahnhofstr. 8;95469;Speichersdorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3188;Kirchenlamitz Ost;NKO;6;Bahnhofstr. 30;95158;Kirchenlamitz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3306;Köditz;NKI;7;Bahnhofstr. 15;95189;Köditz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3427;Kronach;NK;5;Bahnhofsplatz 6;96317;Kronach;Bayerische Eisenbahngesellschaft mbH;;ja;ja
Bayern;Bamberg;3458;Kulmbach;NKU;4;Bahnhofsplatz 1;95326;Kulmbach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3467;Küps;NKUE;6;Am Bahnhof 1;96328;Küps;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3700;Lichtenfels;NLF;3;Am Bahnhofsplatz 3;96215;Lichtenfels;Bayerische Eisenbahngesellschaft mbH;;ja;ja
Bayern;Bamberg;3834;Ludwigschorgast;NLS;6;Am Bahnhof 8;95364;Ludwigschorgast;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3844;Ludwigsstadt;NLUS;6;Bahnhofstr. 14;96337;Ludwigsstadt;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3896;Mainleus;NML;6;Bahnhofstr.;95336;Mainleus;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3897;Mainroth;NMRH;6;Bahnweg;96224;Burgkunstadt;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3924;Manndorf;NMDF;7;Obermanndorf;96182;Reckendorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3976;Marktleuthen;NMH;6;Bahnhofstr. 4;95168;Marktleuthen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3979;Marktredwitz;NMR;3;Bahnhofsplatz 7;95615;Marktredwitz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3980;Marktschorgast;NMSG;6;Bahnhofstr. 29;95509;Marktschorgast;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3990;Martinlamitz;NMLZ;6;Christian-Heinrich Sandler Str. 5;95126;Schwarzenbach (Saale);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;3994;Marxgrün;NMX;7;Am Bahnhof;95119;Naila;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4021;Meeder;NMEE;7;Bahnhofstraße;96484;Meeder;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4095;Michelau (Oberfr);NMI;6;Bahnhofstraße;96247;Michelau (Oberfr);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4167;Mönchröden;NMOE;7;Am Damm;96472;Rödental;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4227;Münchberg;NMBG;5;Bahnhofstr. 2;95213;Münchberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4296;Naila;NNIL;6;Bahnhofstr. 10;95119;Naila;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4384;Neuenmarkt-Wirsberg;NNE;4;Bahnhofstr. 8;95339;Neuenmarkt;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4436;Neuses (b Kronach);NNEU;6;Alte Dorfstr. 21;96317;Kronach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4437;Neusorg;NNSG;6;Bahnhofstr. 1;95700;Neusorg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4444;Neustadt (b Coburg);NNU;6;Bahnhofstr. 30;96465;Neustadt (b.Coburg);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4645;Oberhaid;NOH;5;Bahnhofstr. 4;96173;Oberhaid;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;4658;Oberkotzau;NOKP;5;Bahnhofstr. 3;95145;Oberkotzau;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5028;Pressig-Rothenkirchen;NPR;6;Bahnhofsplatz 4;96332;Pressig-Rothenkirchen;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5115;Ramsenthal;NRSL;6;Alte Bahnhofstr.;95463; Bindlach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5158;Reckendorf;NRDF;7;Bahnhofstraße;96182;Reckendorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5166;Redwitz (Rodach);NRZ;6;Am Bahnhof 2;96257;Redwitz (Rodach);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5176;Rehau;NRU;6;Am Bahnhof 1;95111;Rehau;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5229;Rentweinsdorf;NREN;7;Am Bahnhof;96184;Rentweinsdorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5302;Bad Rodach (b Coburg);NRC;6;Heldburger Str. 47;96476;Rodach (b Coburg);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5307;Rödental;NRTL;6;Bahnhofsplatz 9;96472;Rödental;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5352;Röslau;NROE;6;Bahnhofstr. 39;95195;Röslau;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5392;Rothenbürg;NRBG;7;Rothenbachweg;95152;Selbitz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5573;Schirnding;NSG;6;Bahnhofstr. 30;95706;Schirnding;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5622;Schnabelwaid;NSAW;6;Bahnhofstr. 52;91289;Schnabelwaid;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5630;Schney;NSY;6;Am Bahnhof;96215;Lichtenfels;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5673;Schönwald (Oberfr);NSOE;7;Am Bahnhof;95173;Schönwald (Oberfr);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5724;Schwarzenbach (Saale);NSBS;6;Bahnhofsplatz 5;95126;Schwarzenbach (Saale);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5810;Selb Nord;NSN;7;Wittelsbacherstr.;95100;Selb;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5811;Selb Stadt;NSS;7;Goetheplatz 1;95100;Selb;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5812;Selb-Plößberg;NSP;7;Bahnhofstr. 1;95100;Selb;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5813;Selbitz;NSLZ;6;Bahnhofstr. 36;95152;Selbitz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5833;Seulbitz;NSE;7;Seulbitz;95126;Schwarzbach/Saale;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5835;Seybothenreuth;NSYB;6;Hauptstraße 10;95517;Seybothenreuth;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5963;Bad Staffelstein;NSFN;5;Bahnhofstr. 101;96231;Bad Staffelstein;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5966;Stammbach;NSM;7;Am Bahnhof 5;95236;Stammbach;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5977;Stegenwaldhaus;NSWH;7;Am Bahnhof;95152;Selbitz;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;5989;Steinbach a Wald;NSD;5;Otto-Wiegand-Str. 7;96361;Steinbach a Wald;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6029;Stockau;NSOK;6;Stockauer Straße;95466;Weidenberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6032;Stockheim (Oberfr);NSTH;6;Kronacher Str. 2;96342;Stockheim (Oberfr);Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6065;Strullendorf;NSU;6;Kachelmannplatz 1;96129;Strullendorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6244;Trebgast;NTG;6;Bahnhofstr. 7;95367;Trebgast;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6331;Unfriedsdorf;NUND;7;Unfriedsdorf;95213;Münchberg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6366;Untersteinach (b Stadtsteinach);NUS;6;Bahnhofsplatz 3;95369;Untersteinach (b Stadtste;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6483;Waldershof;NWDH;6;Bahnhofstr. 57;95679;Waldershof;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6755;Wiesenfeld (b Coburg);NWDC;6;Bahnhofstr. 8;96484;Meeder;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6912;Wunsiedel-Holenbrunn;NHOB;6;Bahnhofstr. 4;96635;Wunsiedel;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6941;Wurlitz;NWLZ;7;Wurlitz;95111;Rehau;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6955;Wüstenselbitz;NWBZ;7;Wüstenselbitzer Straße;95233;Helmbrechts;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6974;Zapfendorf;NZA;6;Bahnhofsplatz 12;96199;Zapfendorf;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;6983;Zeil;NZ;6;Bahnhofstraße;97475;Zeil;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;8056;Rödental Mitte;NRTM;6;Brückenstraße;96472;Rödental;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Bayern;Bamberg;8057;Coburg Nord;NCN;7;Rodacher Straße;96450;Coburg;Bayerische Eisenbahngesellschaft mbH;;nein;ja
Berlin;Berlin;28;Ahrensfelde;BAHR;4;Märkische Allee;12689;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;53;Alexanderplatz;BALE;3;Dircksenstr. 2;10179;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;116;Altglienicke;BAGL;4;Germanenstr. 137;12524;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;203;Attilastraße;BATS;4;Attilastraße;12105;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Brandenburg;Berlin;237;Babelsberg;BBAB;5;Rudolf -Breitscheid-Straße 40;14482;Potsdam;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja
Berlin;Berlin;430;Baumschulenweg;BBW;4;Baumschulenstr. 40;12437;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;475;Bellevue;BBEV;4;Bartningallee 18;10557;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Brandenburg;Berlin;503;Bergfelde (b Berlin);BBFE;5;Wilhelm -Straße;16562;Hohen Neuendorf;Verkehrsverbund Berlin-Brandenburg GmbH für Brandenburg;VBB;nein;ja
Berlin;Berlin;525;Berlin Anhalter Bahnhof;BAHU;3;Stresemannstraße;10963;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;526;Berlin Frankfurter Allee;BFAL;4;Frankfurter Allee 111 A;10247;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;527;Berlin-Friedrichstraße;BFRI;2;Georgenstraße 14/17;10117;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;528;Berlin-Gesundbrunnen;BGS;1;Badstr.1-3;13357;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;ja;ja
Berlin;Berlin;529;Greifswalder Straße;BGSS;4;Greifswalder Str. 80;10409;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;530;Berlin Ostbahnhof;BHF;1;Koppenstr. 3;10243;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;ja;ja
Berlin;Berlin;532;Berlin-Nordbahnhof;BNB;4;Invalidenstr.131;10115;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;533;Berlin Zoologischer Garten;BZOO;2;Hardenbergplatz 13;10623;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;534;Berlin-Adlershof;BADL;4;Adlergestell 254-256;12489;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;535;Berlin-Blankenburg;BBKB;4;Bahnhofstraße 1;13129;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;;nein;ja
Berlin;Berlin;536;Berlin-Buch;BBU;4;Wiltbergstr. 29;13125;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;537;Berlin-Charlottenburg;BCHB;3;Stuttgarter Platz 36;10627;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;538;Berlin-Friedrichshagen;BFRH;4;Fürstenwalder Damm 484;12587;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;;nein;ja
Berlin;Berlin;539;Berlin-Frohnau;BFOH;4;Ludolfinger Plattz;13465;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;540;Berlin-Grünau;BGA;4;Adlergestell/Wassersportallee;12527;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
Berlin;Berlin;541;Berlin-Grunewald;BGD;4;Am Bahnhof Grunewald;14193;Berlin;Verkehrsverbund Berlin-Brandenburg GmbH für Berlin;VBB;nein;ja
